,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
690,Minuartia biflora,tuearve,8,Minuartia biflora,,134590,101516,Minuartia biflora,(L.) Schinz & Thell.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Minuartia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Minuartia,tuearve,tuvearve,,3085555
691,Minuartia rossii,putearve,1,Minuartia rossii,,134616,101518,Minuartia rossii,(R.Br. ex Richardson) Graebn.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Minuartia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Minuartia,putearve,putearve,,3085593
692,Minuartia rubella,nålearve,3,Minuartia rubella,,134624,101519,Minuartia rubella,(Wahlenb.) Hiern,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Minuartia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Minuartia,nålearve,nålearve,,3085560
693,Minuartia stricta,grannarve,1,Minuartia stricta,,134630,101520,Minuartia stricta,(Sw.) Hiern,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Minuartia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Minuartia,grannarve,grannarve,,3085503
694,Mnium hornum,kysttornemose,1,Mnium hornum,,64085,104125,Mnium hornum,Hedw.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Mnium,kysttornemose,kysttornemose,,5282688
695,Mnium spinosum,strøtornemose,1,Mnium spinosum,,64088,104128,Mnium spinosum,(Voit) Schwägr.,species,,,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Mnium,,,,Plantae Bryophyta Bryopsida Bryales Mniaceae Mnium,strøtornemose,strøtornemose,,5282690
696,Moehringia trinervia,maurarve,2,Moehringia trinervia,,134643,101524,Moehringia trinervia,(L.) Clairv.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Moehringia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Moehringia,maurarve,maurarve,,3085370
697,Moerckia blyttii,fjellsløyfe,1,Moerckia blyttii,,65460,105500,Moerckia blyttii,(Moerch) Brockm.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Pallaviciniales,Moerckiaceae,Moerckia,,,,Plantae Marchantiophyta Jungermanniopsida Pallaviciniales Moerckiaceae Moerckia,fjellsløyfe,fjellsløyfe,,2688702
698,Molinia caerulea,blåtopp,25,Molinia caerulea,,134648,100103,Molinia caerulea,(L.) Moench,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Molinia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Molinia,blåtopp,blåtopp,,5289877
699,Montanelia disjuncta,svart steinlav,3,Montanelia disjuncta,,104680,145083,Montanelia disjuncta,,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Montanelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Montanelia,svart steinlav,,,8475761
700,Montanelia tominii,prikksteinlav,1,Montanelia tominii,,104683,145086,Montanelia tominii,,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Montanelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Montanelia,prikksteinlav,,,8547806
701,Montia fontana,kildeurt,3,Montia fontana,,61588,101628,Montia fontana,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Montiaceae,Montia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Montiaceae Montia,kildeurt,kjeldeurt,,3084783
702,Mycelis muralis,skogsalat,2,Mycelis muralis,,134703,100752,Mycelis muralis,(L.) Dumort.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Mycelis,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Mycelis,skogsalat,skogsalat,,3139040
703,Mylia taylorii,rødmuslingmose,4,Mylia taylorii,,65191,105231,Mylia taylorii,(Hook.) Gray,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Mylia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Jungermanniaceae Mylia,rødmuslingmose,raudmuslingmose,,2689507
704,Myosotis arvensis,åkerforglemmegei,8,Myosotis arvensis,,134710,101021,Myosotis arvensis,(L.) Hill,species,,,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Myosotis,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Myosotis,åkerforglemmegei,åkerminneblom,,5341170
705,Myosotis decumbens,fjellforglemmegei,6,Myosotis decumbens,,134713,101022,Myosotis decumbens,Host,species,,,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Myosotis,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Myosotis,fjellforglemmegei,fjellminneblom,,7295092
706,Myosotis laxa,sumpforglemmegei,4,Myosotis laxa,,60984,101024,Myosotis laxa,Lehm.,species,,,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Myosotis,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Myosotis,sumpforglemmegei,sumpminneblom,,5341182
707,Myosotis ramosissima,bakkeforglemmegei,1,Myosotis ramosissima,,134730,101028,Myosotis ramosissima,Rochel,species,,,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Myosotis,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Myosotis,bakkeforglemmegei,bakkeminneblom,,7294855
708,Myosotis scorpioides,engforglemmegei,1,Myosotis scorpioides,,134734,101029,Myosotis scorpioides,L.,species,,,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Myosotis,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Myosotis,engforglemmegei,engminneblom,,5341184
709,Myosotis stricta,dvergforglemmegei,2,Myosotis stricta,,134739,101032,Myosotis stricta,Link ex Roem. & Schult.,species,,,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Myosotis,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Myosotis,dvergforglemmegei,dvergminneblom,,5341190
710,Myosurus minimus,muserumpe,1,Myosurus minimus,,63089,103129,Myosurus minimus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Ranunculaceae,Myosurus,,,,Plantae Magnoliophyta Eudicots Ranunculales Ranunculaceae Myosurus,muserumpe,muserumpe,,3033605
711,Myrica gale,pors,4,Myrica gale,,62124,102164,Myrica gale,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fagales,Myricaceae,Myrica,,,,Plantae Magnoliophyta Eudicots Fagales Myricaceae Myrica,pors,pors,,5414202
712,Myricaria germanica,klåved,3,Myricaria germanica,,134752,101650,Myricaria germanica,(L.) Desv.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Tamaricaceae,Myricaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Tamaricaceae Myricaria,klåved,klåved,,3612876
713,Myurella julacea,skåltrinnmose,4,Myurella julacea,,64704,104744,Myurella julacea,(Schwägr.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Plagiotheciaceae,Myurella,,,,Plantae Bryophyta Bryopsida Hypnales Plagiotheciaceae Myurella,skåltrinnmose,skåltrinnmose,,5283520
714,Nardus stricta,finnskjegg,12,Nardus stricta,,60065,100105,Nardus stricta,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Nardus,,,,Plantae Magnoliophyta Monocots Poales Poaceae Nardus,finnskjegg,finnskjegg,,2702717
715,Narthecium ossifragum,rome,2,Narthecium ossifragum,,134764,99569,Narthecium ossifragum,(L.) Huds.,species,,,Plantae,Magnoliophyta,Monocots,Dioscoreales,Nartheciaceae,Narthecium,,,,Plantae Magnoliophyta Monocots Dioscoreales Nartheciaceae Narthecium,rome,rome,,5602614
716,Neckera complanata,flatfellmose,4,Neckera complanata,,64687,104727,Neckera complanata,(Hedw.) Huebener,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Neckera,,,,Plantae Bryophyta Bryopsida Hypnales Neckeraceae Neckera,flatfellmose,flatfellmose,,2678588
717,Neckera crispa,krusfellmose,2,Neckera crispa,,64688,104728,Neckera crispa,Hedw.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Neckera,,,,Plantae Bryophyta Bryopsida Hypnales Neckeraceae Neckera,krusfellmose,krusfellmose,,2678545
718,Nephroma arcticum,storvrenge,2,Nephroma arcticum,,54405,78432,Nephroma arcticum,(L.) Torss.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Nephromataceae,Nephroma,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Nephromataceae Nephroma,storvrenge,,,2601181
719,Nephroma parile,grynvrenge,3,Nephroma parile,,54419,78446,Nephroma parile,(Ach.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Nephromataceae,Nephroma,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Nephromataceae Nephroma,grynvrenge,,,2601180
720,Noccaea caerulescens,vårpengeurt,2,Noccaea caerulescens,,144118,101278,Noccaea caerulescens,(J.Presl & C.Presl) F.K.Mey.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Noccaea,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Noccaea,vårpengeurt,vårpengeurt,,3045463
721,Odontites litoralis,strandrødtopp,2,Odontites litoralis,,134840,143512,Odontites litoralis,Fr.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Odontites,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Odontites,strandrødtopp,strandraudtopp,,5540618
722,Odontoschisma elongatum,myrskovlmose,1,Odontoschisma elongatum,,65086,105126,Odontoschisma elongatum,(Lindb.) A.Evans,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Odontoschisma,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Cephaloziaceae Odontoschisma,myrskovlmose,myrskovlmose,,2689175
723,Oligotrichum hercynicum,grusmose,3,Oligotrichum hercynicum,,64808,104848,Oligotrichum hercynicum,(Hedw.) Lam. & DC.,species,,,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Oligotrichum,,,,Plantae Bryophyta Polytrichopsida Polytrichales Polytrichaceae Oligotrichum,grusmose,grusmose,,2683049
724,Omalotheca norvegica,setergråurt,22,Omalotheca norvegica,,134868,100754,Omalotheca norvegica,(Gunnerus) Sch.Bip. & F.W.Schultz,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Omalotheca,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Omalotheca,setergråurt,setergråurt,,3118057
725,Omalotheca supina,dverggråurt,18,Omalotheca supina,,134869,100755,Omalotheca supina,(L.) DC.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Omalotheca,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Omalotheca,dverggråurt,dverggråurt,,3104537
726,Oncophorus virens,myrsprikemose,2,Oncophorus virens,,64251,104291,Oncophorus virens,(Hedw.) Brid.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Rhabdoweisiaceae,Oncophorus,,,,Plantae Bryophyta Bryopsida Dicranales Rhabdoweisiaceae Oncophorus,myrsprikemose,myrsprikemose,,5282299
727,Ononis arvensis,bukkebeinurt,1,Ononis arvensis,,145570,102008,Ononis arvensis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Ononis,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Ononis,bukkebeinurt,bukkebeinurt,,2977171
728,Ophioglossum vulgatum,ormetunge,4,Ophioglossum vulgatum,,63936,103976,Ophioglossum vulgatum,L.,species,,,Plantae,Psilophyta,Psilotopsida,Ophioglossales,Ophioglossaceae,Ophioglossum,,,,Plantae Psilophyta Psilotopsida Ophioglossales Ophioglossaceae Ophioglossum,ormetunge,ormetunge,,2650133
729,Ophioparma ventosa,vanlig fokklav,3,Ophioparma ventosa,,47129,71156,Ophioparma ventosa,(L.) Norman,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ophioparmaceae,Ophioparma,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Ophioparmaceae Ophioparma,vanlig fokklav,,,7248995
730,Orchis mascula,vårmarihand,2,Orchis mascula,,134887,99541,Orchis mascula,(L.) L.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Orchis,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Orchis,vårmarihand,vårmarihand,,2849427
731,Oreopteris limbosperma,smørtelg,4,Oreopteris limbosperma,,134899,103917,Oreopteris limbosperma,(Bellardi ex All.) Holub,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Oreopteris,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Thelypteridaceae Oreopteris,smørtelg,smørtelg,,2651495
732,Origanum vulgare,bergmynte,5,Origanum vulgare,,62309,102349,Origanum vulgare,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Origanum,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Origanum,bergmynte,bergmynte,,2926612
733,Orthilia secunda,nikkevintergrønn,3,Orthilia secunda,,145476,101801,Orthilia secunda,(L.) House,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Orthilia,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Orthilia,nikkevintergrønn,nikkevintergrøn,,2888310
734,Oxalis acetosella,gjøkesyre,10,Oxalis acetosella,,62840,102880,Oxalis acetosella,L.,species,,,Plantae,Magnoliophyta,Eudicots,Oxalidales,Oxalidaceae,Oxalis,,,,Plantae Magnoliophyta Eudicots Oxalidales Oxalidaceae Oxalis,gjøkesyre,gaukesyre,,2891761
735,Oxycoccus microcarpus,småtranebær,1,Oxycoccus microcarpus,,134936,101803,Oxycoccus microcarpus,Turcz. ex Rupr.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Oxycoccus,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Oxycoccus,småtranebær,småtranebær,,7135733
736,Oxycoccus palustris,stortranebær,7,Oxycoccus palustris,,134940,101804,Oxycoccus palustris,Pers.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Oxycoccus,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Oxycoccus,stortranebær,stortranebær,,2882940
737,Oxyria digyna,fjellsyre,29,Oxyria digyna,,134951,102918,Oxyria digyna,(L.) Hill,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Oxyria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Oxyria,fjellsyre,fjellsyre,,2889358
738,Oxytropis lapponica,reinmjelt,4,Oxytropis lapponica,,134985,102023,Oxytropis lapponica,(Wahlenb.) Gay,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Oxytropis,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Oxytropis,reinmjelt,reinmjelt,,5361156
739,Paludella squarrosa,piperensermose,3,Paludella squarrosa,,65005,105045,Paludella squarrosa,(Hedw.) Brid.,species,,,Plantae,Bryophyta,Bryopsida,Splachnales,Meesiaceae,Paludella,,,,Plantae Bryophyta Bryopsida Splachnales Meesiaceae Paludella,piperensermose,pipereinsarmose,,2675961
740,Palustriella spp.,tuffmoser,2,Palustriella,,64469,104509,Palustriella,,genus,,,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,,,,,Plantae Bryophyta Bryopsida Hypnales Amblystegiaceae,tuffmoseslekta,tuffmoseslekta,,2681727
741,Papaver cornwallisense,polarvalmue,3,Papaver cornwallisense,,144702,120049,Papaver cornwallisense,D.Löve,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Papaveraceae,Papaver,,,,Plantae Magnoliophyta Eudicots Ranunculales Papaveraceae Papaver,polarvalmue,polarvalmue,,3602353
742,Papaver dahlianum,svalbardvalmue,3,Papaver dahlianum,,144701,103055,Papaver dahlianum,Nordh.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Papaveraceae,Papaver,,,,Plantae Magnoliophyta Eudicots Ranunculales Papaveraceae Papaver,svalbardvalmue,svalbardvalmue,,7314960
743,Papaver radicatum,islandsvalmue,1,Papaver radicatum,,135089,103064,Papaver radicatum,Rottb.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Papaveraceae,Papaver,,,,Plantae Magnoliophyta Eudicots Ranunculales Papaveraceae Papaver,islandsvalmue,islandsvalmue,,2888444
744,Paraleucobryum enerve,fjellnervemose,1,Paraleucobryum enerve,,64152,104192,Paraleucobryum enerve,(Thed.) Loeske,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Paraleucobryum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Paraleucobryum,fjellnervemose,fjellnervemose,,2674872
745,Paraleucobryum longifolium,sigdnervemose,2,Paraleucobryum longifolium,,64153,104193,Paraleucobryum longifolium,(Hedw.) Loeske,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Paraleucobryum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Paraleucobryum,sigdnervemose,sigdnervemose,,2674871
746,Paris quadrifolia,firblad,2,Paris quadrifolia,,59552,99592,Paris quadrifolia,L.,species,,,Plantae,Magnoliophyta,Monocots,Liliales,Melanthiaceae,Paris,,,,Plantae Magnoliophyta Monocots Liliales Melanthiaceae Paris,firblad,firblad,,5295911
747,Parmelia fraudans,knauslav,2,Parmelia fraudans,,48157,72184,Parmelia fraudans,(Nyl.) Nyl.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Parmelia,knauslav,,,2605957
748,Parmelia omphalodes,brun fargelav,1,Parmelia omphalodes,,104696,72234,Parmelia omphalodes,(L.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Parmelia,brun fargelav,,,6607819
749,Parmelia saxatilis,grå fargelav,6,Parmelia saxatilis,,48234,72261,Parmelia saxatilis,(L.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Parmelia,grå fargelav,,,2605955
750,Parnassia palustris,jåblom,22,Parnassia palustris,,144230,101658,Parnassia palustris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Celastrales,Celastraceae,Parnassia,,,,Plantae Magnoliophyta Eudicots Celastrales Celastraceae Parnassia,jåblom,jåblom,,3032585
751,Pedicularis lapponica,bleikmyrklegg,8,Pedicularis lapponica,,62420,102460,Pedicularis lapponica,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Pedicularis,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Pedicularis,bleikmyrklegg,bleikmyrklegg,,3171711
752,Pedicularis oederi,gullmyrklegg,14,Pedicularis oederi,,62421,102461,Pedicularis oederi,Vahl,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Pedicularis,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Pedicularis,gullmyrklegg,gullmyrklegg,,3171704
753,Pedicularis palustris,myrklegg,4,Pedicularis palustris,,62422,102462,Pedicularis palustris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Pedicularis,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Pedicularis,myrklegg,myrklegg,,3171734
754,Pedicularis sceptrum-carolinum,kongsspir,1,Pedicularis sceptrum-carolinum,,62425,102465,Pedicularis sceptrum-carolinum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Pedicularis,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Pedicularis,kongsspir,kongsspir,,7333052
755,Pedicularis sylvatica,kystmyrklegg,3,Pedicularis sylvatica,,135181,102466,Pedicularis sylvatica,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Orobanchaceae,Pedicularis,,,,Plantae Magnoliophyta Eudicots Lamiales Orobanchaceae Pedicularis,kystmyrklegg,kystmyrklegg,,3171712
756,Pellia spp.,vårmoser,5,Pellia,,65463,105503,Pellia,,genus,,,Plantae,Marchantiophyta,Jungermanniopsida,Pelliales,Pelliaceae,,,,,Plantae Marchantiophyta Jungermanniopsida Pelliales Pelliaceae,vårmoseslekta,vårmoseslekta,,2689547
757,Peltigera aphthosa,grønnever,3,Peltigera aphthosa,,147365,78461,Peltigera aphthosa,(L.) Willd.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Peltigera,grønnever,,,2601143
758,Peltigera canina,bikkjenever,1,Peltigera canina,,54437,78464,Peltigera canina,(L.) Willd.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Peltigera,bikkjenever,,,2601144
759,Peltigera collina,kystårenever,1,Peltigera collina,,54439,78466,Peltigera collina,(Ach.) Schrader,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Peltigera,kystårenever,,,2601174
760,Peltigera lepidophora,skjoldnever,1,Peltigera lepidophora,,54457,78484,Peltigera lepidophora,(Nyl.) Bitter,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Peltigera,skjoldnever,,,3423777
761,Peltigera malacea,mattnever,2,Peltigera malacea,,54461,78488,Peltigera malacea,(Ach.) Funck,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Peltigera,mattnever,,,2601168
762,Peltigera praetextata,skjellnever,3,Peltigera praetextata,,54473,78500,Peltigera praetextata,(Sommerf.) Zopf,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Peltigera,skjellnever,,,2601162
763,Peltigera rufescens,brunnever,6,Peltigera rufescens,,54477,78504,Peltigera rufescens,(Weis) Humb.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Peltigera,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae Peltigera,brunnever,,,2601176
764,Peltigera spp.,årenever,2,Peltigera,,54433,78460,Peltigera,,genus,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Peltigeraceae,,,,2601137
765,Peltolepis quadrata,mørkleggmose,1,Peltolepis quadrata,,65416,105456,Peltolepis quadrata,(Saut.) Müll.Frib.,species,,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Monosoleniaceae,Peltolepis,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Monosoleniaceae Peltolepis,mørkleggmose,mørkleggmose,,2688622
766,Persicaria hydropiper,vasspepper,4,Persicaria hydropiper,,135199,102923,Persicaria hydropiper,(L.) Delarbre,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Persicaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Persicaria,vasspepper,vasspepar,,2889101
767,Persicaria lapathifolia,kjertelhønsegras,1,Persicaria lapathifolia,,135200,102924,Persicaria lapathifolia,(L.) Delarbre,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Persicaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Persicaria,kjertelhønsegras,kjertelhønsegras,,2889262
768,Persicaria maculosa,hønsegras,4,Persicaria maculosa,,135219,102928,Persicaria maculosa,Gray,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Persicaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Persicaria,hønsegras,hønsegras,,6391194
769,Persicaria minor,småslirekne,2,Persicaria minor,,135221,102931,Persicaria minor,(Huds.) Opiz,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Persicaria,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Persicaria,småslirekne,småslirekne,,6391150
770,Petasites frigidus,fjellpestrot,6,Petasites frigidus,,143882,100763,Petasites frigidus,(L.) Fr.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Petasites,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Petasites,fjellpestrot,fjellpestrot,,3088323
771,Peucedanum palustre,melkerot,5,Peucedanum palustre,,143778,100354,Peucedanum palustre,(L.) Moench,species,,,Plantae,Magnoliophyta,Eudicots,Apiales,Apiaceae,Peucedanum,,,,Plantae Magnoliophyta Eudicots Apiales Apiaceae Peucedanum,melkerot,mjølkerot,,3034225
772,Phaeophyscia constipata,kalkrosettlav,2,Phaeophyscia constipata,,49659,73686,Phaeophyscia constipata,(Norrl. & Nyl.) Mober,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Phaeophyscia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Phaeophyscia,kalkrosettlav,,,2609158
773,Phaeophyscia kairamoi,skjellrosettlav,1,Phaeophyscia kairamoi,,49669,73696,Phaeophyscia kairamoi,(Vainio) Moberg,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Phaeophyscia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Phaeophyscia,skjellrosettlav,,,2609180
774,Phaeophyscia sciastra,stiftrosettlav,3,Phaeophyscia sciastra,,49677,73704,Phaeophyscia sciastra,(Ach.) Moberg,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Phaeophyscia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Phaeophyscia,stiftrosettlav,,,2609154
775,Phalaris arundinacea,strandrør,10,Phalaris arundinacea,,135270,125571,Phalaris arundinacea,(L.) Asch. & Graebn.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Phalaris,,,,Plantae Magnoliophyta Monocots Poales Poaceae Phalaris,strandrør,strandrøyr,,5289756
