,Unnamed: 0,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
530,530,Heterodermia speciosa,elfenbenslav,2,Heterodermia speciosa,,49630,73657,Heterodermia speciosa,(Wulfen) Trevis.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Heterodermia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Heterodermia,elfenbenslav,,,2609349.0
531,531,Hieracium alpinum agg.,fjellsvever,18,Hieracium alpinum agg.,,60571,100611,Hieracium alpinum agg.,,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Hieracium,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Hieracium Alpina,fjellsvever,fjellsvæver,,3135561.0
532,532,Hieracium murorum agg.,skogsvever,1,Hieracium murorum agg.,,60611,100651,Hieracium murorum agg.,,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Hieracium,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Hieracium Hieracium,skogsvever,skogsvæver,,8605056.0
533,533,Hieracium spp.,svever,8,Hieracium,,60569,100609,Hieracium,L.,genus,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae,sveveslekta,svæveslekta,,3134951.0
534,534,Hieracium umbellatum,skjermsveve,8,Hieracium umbellatum,,60647,100687,Hieracium umbellatum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Hieracium,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Hieracium Hieracioides,skjermsveve,skjermsvæve,,3135329.0
535,535,Hieracium vulgatum agg.,beitesvever,4,Hieracium vulgatum agg.,,112534,100691,Hieracium vulgatum agg.,,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Hieracium,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Hieracium Vulgata,beitesvever,beitesvæver,,8716641.0
536,536,Hierochloë odorata,marigras,1,Hierochloë odorata,,145067,100066,Hierochloë odorata,(L.) P.Beauv.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Hierochloë,,,,Plantae Magnoliophyta Monocots Poales Poaceae Hierochloë,marigras,marigras,,6431530.0
537,537,Homalia trichomanoides,glansmose,4,Homalia trichomanoides,,64684,104724,Homalia trichomanoides,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Neckeraceae,Homalia,,,,Plantae Bryophyta Bryopsida Hypnales Neckeraceae Homalia,glansmose,glansmose,,5282904.0
538,538,Homalothecium sericeum,krypsilkemose,1,Homalothecium sericeum,,64526,104566,Homalothecium sericeum,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Homalothecium,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Homalothecium,krypsilkemose,krypsilkemose,,2673098.0
539,539,Honckenya peploides,strandarve,3,Honckenya peploides,,133728,101506,Honckenya peploides,(L.) Ehrh.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Honckenya,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Honckenya,strandarve,strandarve,,3085776.0
540,540,Hookeria lucens,dronningmose,2,Hookeria lucens,,64423,104463,Hookeria lucens,(Hedw.) Sm.,species,,,Plantae,Bryophyta,Bryopsida,Hookeriales,Hookeriaceae,Hookeria,,,,Plantae Bryophyta Bryopsida Hookeriales Hookeriaceae Hookeria,dronningmose,dronningmose,,5280020.0
541,541,Hordeum vulgare,bygg,1,Hordeum vulgare,,133762,100080,Hordeum vulgare,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Hordeum,,,,Plantae Magnoliophyta Monocots Poales Poaceae Hordeum,bygg,bygg,,2706056.0
542,542,Hornungia petraea,kalkkarse,1,Hornungia petraea,,133763,101235,Hornungia petraea,(L.) Rchb.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Hornungia,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Hornungia,kalkkarse,kalkkarse,,5376179.0
543,543,Humulus lupulus,humle,2,Humulus lupulus,,63159,103199,Humulus lupulus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Cannabaceae,Humulus,,,,Plantae Magnoliophyta Eudicots Rosales Cannabaceae Humulus,humle,humle,,2984535.0
544,544,Huperzia appressa,fjell-lusegras,9,Huperzia appressa,,133775,103848,Huperzia appressa,(Bach.Pyl. ex Desv.) Á.Löve & D.Löve,species,,,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Huperzia,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Huperzia,fjell-lusegras,fjell-lusegras,,3992299.0
545,545,Huperzia selago,lusegras,2,Huperzia selago,,144525,103850,Huperzia selago,(L.) Bernh. ex Schrank & Mart.,species,,,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Huperzia,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Huperzia,lusegras,lusegras,,2688495.0
546,546,Hydropunctaria maura,marebek,2,Hydropunctaria maura,,104631,145050,Hydropunctaria maura,,species,,,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Hydropunctaria,,,,Fungi Ascomycota Pezizomycotina Eurotiomycetes Verrucariales Verrucariaceae Hydropunctaria,marebek,,,5894842.0
547,547,Hygrohypnum alpinum,trinnbekkemose,2,Hygrohypnum alpinum,,64455,104495,Hygrohypnum alpinum,(Lindb.) Loeske,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Hygrohypnum,,,,Plantae Bryophyta Bryopsida Hypnales Amblystegiaceae Hygrohypnum,trinnbekkemose,trinnbekkemose,,2681586.0
548,548,Hylocomiastrum pyrenaicum,seterhusmose,3,Hylocomiastrum pyrenaicum,,64599,104639,Hylocomiastrum pyrenaicum,(Spruce) M.Fleisch.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiastrum,,,,Plantae Bryophyta Bryopsida Hypnales Hylocomiaceae Hylocomiastrum,seterhusmose,seterhusmose,,2679703.0
549,549,Hylocomiastrum umbratum,skyggehusmose,5,Hylocomiastrum umbratum,,64600,104640,Hylocomiastrum umbratum,(Hedw.) M.Fleisch.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomiastrum,,,,Plantae Bryophyta Bryopsida Hypnales Hylocomiaceae Hylocomiastrum,skyggehusmose,skuggehusmose,,2679704.0
550,550,Hylocomium splendens,etasjemose,50,Hylocomium splendens,,64602,104642,Hylocomium splendens,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Hylocomium,,,,Plantae Bryophyta Bryopsida Hypnales Hylocomiaceae Hylocomium,etasjemose,etasjemose,,2679696.0
551,551,Hylotelephium maximum,smørbukk,6,Hylotelephium maximum,,133799,103583,Hylotelephium maximum,(L.) Holub,species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Hylotelephium,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Hylotelephium,smørbukk,smørbukk,,7334631.0
552,552,Hymenophyllum peltatum,hinnebregne,2,Hymenophyllum peltatum,,133811,143488,Hymenophyllum peltatum,(Poir.) Desv.,species,,,Plantae,Pteridophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,,,,Plantae Pteridophyta Polypodiopsida Hymenophyllales Hymenophyllaceae Hymenophyllum,hinnebregne,hinnebregne,,7315537.0
553,553,Hypericum maculatum,firkantperikum,9,Hypericum maculatum,,133813,102624,Hypericum maculatum,Crantz,species,,,Plantae,Magnoliophyta,Eudicots,Malpighiales,Hypericaceae,Hypericum,,,,Plantae Magnoliophyta Eudicots Malpighiales Hypericaceae Hypericum,firkantperikum,firkantperikum,,6437017.0
554,554,Hypericum perforatum,prikkperikum,3,Hypericum perforatum,,62586,102626,Hypericum perforatum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Malpighiales,Hypericaceae,Hypericum,,,,Plantae Magnoliophyta Eudicots Malpighiales Hypericaceae Hypericum,prikkperikum,prikkperikum,,3189486.0
555,555,Hypnum cupressiforme,matteflette,11,Hypnum cupressiforme,,64634,104674,Hypnum cupressiforme,Hedw.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,,,,Plantae Bryophyta Bryopsida Hypnales Hypnaceae Hypnum,matteflette,matteflette,,2681972.0
556,556,Hypnum jutlandicum,heiflette,6,Hypnum jutlandicum,,64637,104677,Hypnum jutlandicum,Holmen & E.Warncke,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,,,,Plantae Bryophyta Bryopsida Hypnales Hypnaceae Hypnum,heiflette,heiflette,,2682005.0
557,557,Hypochaeris maculata,flekkgrisøre,8,Hypochaeris maculata,,145567,100708,Hypochaeris maculata,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Hypochaeris,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Hypochaeris,flekkgrisøre,flekkgrisøyre,,3093693.0
558,558,Hypogymnia austerodes,seterlav,1,Hypogymnia austerodes,,47728,71755,Hypogymnia austerodes,(Nyl.) Räsänen,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Hypogymnia,seterlav,,,2606502.0
559,559,Hypogymnia vittata,randkvistlav,3,Hypogymnia vittata,,47769,71796,Hypogymnia vittata,(Ach.) Parr.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypogymnia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Hypogymnia,randkvistlav,,,2606513.0
560,560,Impatiens noli-tangere,springfrø,1,Impatiens noli-tangere,,61722,101762,Impatiens noli-tangere,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Balsaminaceae,Impatiens,,,,Plantae Magnoliophyta Eudicots Ericales Balsaminaceae Impatiens,springfrø,springfrø,,2891779.0
561,561,Iris pseudacorus,sverdlilje,5,Iris pseudacorus,,59435,99475,Iris pseudacorus,L.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Iridaceae,Iris,,,,Plantae Magnoliophyta Monocots Asparagales Iridaceae Iris,sverdlilje,sverdlilje,,5298231.0
562,562,Isothecium alopecuroides,rottehalemose,4,Isothecium alopecuroides,,64652,104692,Isothecium alopecuroides,(Lam. ex Dubois) Isov.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Lembophyllaceae,Isothecium,,,,Plantae Bryophyta Bryopsida Hypnales Lembophyllaceae Isothecium,rottehalemose,rottehalemose,,2679735.0
563,563,Isothecium myosuroides,musehalemose,3,Isothecium myosuroides,,64654,104694,Isothecium myosuroides,Brid.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Lembophyllaceae,Isothecium,,,,Plantae Bryophyta Bryopsida Hypnales Lembophyllaceae Isothecium,musehalemose,musehalemose,,2679744.0
564,564,Jasione montana,blåmunke,2,Jasione montana,,60911,100951,Jasione montana,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Campanulaceae,Jasione,,,,Plantae Magnoliophyta Eudicots Asterales Campanulaceae Jasione,blåmunke,blåmunke,,3165773.0
565,565,Juncus alpinoarticulatus,skogsiv,1,Juncus alpinoarticulatus,,133851,99806,Juncus alpinoarticulatus,Chaix,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,skogsiv,skogsiv,,2701930.0
566,566,Juncus anceps,svartsiv,1,Juncus anceps,,133864,99810,Juncus anceps,Laharpe,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,svartsiv,svartsiv,,2701282.0
567,567,Juncus arcticus,finnmarkssiv,3,Juncus arcticus,,59771,99811,Juncus arcticus,Willd.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,finnmarkssiv,finnmarkssiv,,2701151.0
568,568,Juncus articulatus,ryllsiv,4,Juncus articulatus,,133872,99812,Juncus articulatus,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,ryllsiv,ryllsiv,,2701261.0
569,569,Juncus balticus,sandsiv,1,Juncus balticus,,133876,99813,Juncus balticus,Willd.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,sandsiv,sandsiv,,2702048.0
570,570,Juncus biglumis,tvillingsiv,12,Juncus biglumis,,59774,99814,Juncus biglumis,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,tvillingsiv,tvillingsiv,,2701896.0
571,571,Juncus bulbosus ssp. bulbosus,krypsiv,1,Juncus bulbosus bulbosus,,144459,99817,Juncus bulbosus bulbosus,,subspecies,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus Juncus bulbosus,krypsiv,krypsiv,,7807570.0
572,572,Juncus castaneus,kastanjesiv,2,Juncus castaneus,,112517,99819,Juncus castaneus,Sm.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,kastanjesiv,kastanjesiv,,2701078.0
573,573,Juncus conglomeratus,knappsiv,2,Juncus conglomeratus,,133895,99823,Juncus conglomeratus,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,knappsiv,knappsiv,,2701418.0
574,574,Juncus effusus,lyssiv,2,Juncus effusus,,59784,99824,Juncus effusus,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,lyssiv,lyssiv,,2701311.0
575,575,Juncus filiformis,trådsiv,12,Juncus filiformis,,59786,99826,Juncus filiformis,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,trådsiv,trådsiv,,2701799.0
576,576,Juncus gerardii,saltsiv,7,Juncus gerardii,,144462,99828,Juncus gerardii,Loisel.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,saltsiv,saltsiv,,2701297.0
577,577,Juncus squarrosus,heisiv,1,Juncus squarrosus,,59794,99834,Juncus squarrosus,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,heisiv,heisiv,,2701727.0
578,578,Juncus stygius,nøkkesiv,1,Juncus stygius,,59795,99835,Juncus stygius,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,nøkkesiv,nykkesiv,,2701983.0
579,579,Juncus trifidus,rabbesiv,23,Juncus trifidus,,59797,99837,Juncus trifidus,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,rabbesiv,rabbesiv,,2701639.0
580,580,Juncus triglumis,trillingsiv,2,Juncus triglumis,,112516,99838,Juncus triglumis,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Juncaceae,Juncus,,,,Plantae Magnoliophyta Monocots Poales Juncaceae Juncus,trillingsiv,trillingsiv,,2701939.0
581,581,Jungermannia exsertifolia,kildesleivmose,1,Jungermannia exsertifolia,,65179,105219,Jungermannia exsertifolia,Steph.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Jungermanniaceae,Jungermannia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Jungermanniaceae Jungermannia,kildesleivmose,kjeldesleivmose,,2689396.0
582,582,Juniperus communis,einer,29,Juniperus communis,,63745,103785,Juniperus communis,L.,species,,,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,,,,Plantae Pinophyta Pinopsida Pinales Cupressaceae Juniperus,einer,einer,,2684709.0
583,583,Kali turgida,sodaurt,1,Kali turgida,,133936,145661,Kali turgida,(Dumort.) Gutermann,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Amaranthaceae,Kali,,,,Plantae Magnoliophyta Eudicots Caryophyllales Amaranthaceae Kali,sodaurt,sodaurt,,3083957.0
584,584,Kalmia procumbens,greplyng,8,Kalmia procumbens,,133940,101793,Kalmia procumbens,"(L.) Gift & Kron ex Galasso, Banfi & F.Conti",species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Ericaceae,Kalmia,,,,Plantae Magnoliophyta Eudicots Ericales Ericaceae Kalmia,greplyng,greplyng,,2883018.0
585,585,Kiaeria starkei,snøfrostmose,9,Kiaeria starkei,,64248,104288,Kiaeria starkei,(F.Weber & D.Mohr) I.Hagen,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Rhabdoweisiaceae,Kiaeria,,,,Plantae Bryophyta Bryopsida Dicranales Rhabdoweisiaceae Kiaeria,snøfrostmose,snøfrostmose,,5282184.0
586,586,Kindbergia praelonga,sprikemoldmose,2,Kindbergia praelonga,,64528,104568,Kindbergia praelonga,(Hedw.) Ochyra,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Kindbergia,,,,Plantae Bryophyta Bryopsida Hypnales Brachytheciaceae Kindbergia,sprikemoldmose,sprikjemoldmose,,4279479.0
587,587,Knautia arvensis,rødknapp,11,Knautia arvensis,,133944,101736,Knautia arvensis,(L.) Coult.,species,,,Plantae,Magnoliophyta,Eudicots,Dipsacales,Caprifoliaceae,Knautia,,,,Plantae Magnoliophyta Eudicots Dipsacales Caprifoliaceae Knautia,rødknapp,raudknapp,,2888808.0
588,588,Kobresia myosuroides,rabbetust,2,Kobresia myosuroides,,133955,99781,Kobresia myosuroides,(Vill.) Fiori,species,,,Plantae,Magnoliophyta,Monocots,Poales,Cyperaceae,Kobresia,,,,Plantae Magnoliophyta Monocots Poales Cyperaceae Kobresia,rabbetust,rabbetust,,2710309.0
589,589,Koenigia islandica,dvergsyre,6,Koenigia islandica,,133986,102916,Koenigia islandica,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Polygonaceae,Koenigia,,,,Plantae Magnoliophyta Eudicots Caryophyllales Polygonaceae Koenigia,dvergsyre,dvergsyre,,5334283.0
590,590,Kurzia trichoclados,kystfingermose,1,Kurzia trichoclados,,65216,105256,Kurzia trichoclados,(Müll.Frib.) Grolle,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lepidoziaceae,Kurzia,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Lepidoziaceae Kurzia,kystfingermose,kystfingermose,,7444070.0
591,591,Lamium purpureum,rødtvetann,3,Lamium purpureum,,62275,102315,Lamium purpureum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Lamium,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Lamium,rødtvetann,raudtvitann,,2926682.0
592,592,Lappula deflexa,hengepiggfrø,3,Lappula deflexa,,134023,101008,Lappula deflexa,(Wahlenb.) Garcke,species,,,Plantae,Magnoliophyta,Eudicots,Boraginales,Boraginaceae,Lappula,,,,Plantae Magnoliophyta Eudicots Boraginales Boraginaceae Lappula,hengepiggfrø,hengjepiggfrø,,6395030.0
593,593,Lapsana communis,haremat,1,Lapsana communis,,134032,100722,Lapsana communis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Lapsana,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Lapsana,haremat,haremat,,3134857.0
594,594,Lathagrium auriforme,moseglye,1,Lathagrium auriforme,,104635,145055,Lathagrium auriforme,,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Lathagrium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Lathagrium,moseglye,,,8448846.0
595,595,Lathagrium fuscovirens,bølgeglye,2,Lathagrium fuscovirens,,104637,145057,Lathagrium fuscovirens,(With.) Otálora et al.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Lathagrium,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Lathagrium,bølgeglye,,,8541101.0
596,596,Lathyrus japonicus,strandflatbelg,2,Lathyrus japonicus,,61908,101948,Lathyrus japonicus,Willd.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,strandflatbelg,strandskolm,,5356714.0
597,597,Lathyrus linifolius,knollerteknapp,12,Lathyrus linifolius,,134062,101952,Lathyrus linifolius,(Reichard) Bässler,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,knollerteknapp,knollerteknapp,,5356393.0
598,598,Lathyrus pratensis,gulflatbelg,6,Lathyrus pratensis,,61920,101960,Lathyrus pratensis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,gulflatbelg,gulskolm,,5356701.0
599,599,Lathyrus sylvestris,skogflatbelg,2,Lathyrus sylvestris,,134069,101962,Lathyrus sylvestris,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,skogflatbelg,skogskolm,,5356623.0
600,600,Lathyrus vernus,vårerteknapp,3,Lathyrus vernus,,134070,101964,Lathyrus vernus,(L.) Bernh.,species,,,Plantae,Magnoliophyta,Eudicots,Fabales,Fabaceae,Lathyrus,,,,Plantae Magnoliophyta Eudicots Fabales Fabaceae Lathyrus,vårerteknapp,vårerteknapp,,5356704.0
601,601,Lecanactis abietina,gammelgranlav,1,Lecanactis abietina,,41883,65910,Lecanactis abietina,(Ach.) Körber,species,,,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Lecanactis,,,,Fungi Ascomycota Pezizomycotina Arthoniomycetes Arthoniales Roccellaceae Lecanactis,gammelgranlav,,,5258432.0
602,602,Lecanographa abscondita,,2,Lecanographa abscondita,,41914,65941,Lecanographa abscondita,(Th.Fr.) Egea & Torrente,species,,,Fungi,Ascomycota,Arthoniomycetes,Arthoniales,Roccellaceae,Lecanographa,,,,Fungi Ascomycota Pezizomycotina Arthoniomycetes Arthoniales Roccellaceae Lecanographa,,,,2592786.0
603,603,Lecanora actophila,,2,Lecanora actophila,,45748,69775,Lecanora actophila,Wedd.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,2606977.0
604,604,Lecanora epanora,jernkantlav,1,Lecanora epanora,,45922,69949,Lecanora epanora,(Ach.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,jernkantlav,,,2606984.0
605,605,Lecanora helicopis,,2,Lecanora helicopis,,45993,70020,Lecanora helicopis,(Wahlenb.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,2606768.0
606,606,Lecanora lojkaeana,,2,Lecanora lojkaeana,,46057,70084,Lecanora lojkaeana,Szatala,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,2606816.0
607,607,Lecanora muralis,murkantlav,2,Lecanora muralis,,46099,70126,Lecanora muralis,(Schreber) Rabenh.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,murkantlav,,,7248635.0
608,608,Lecanora polytropa,,1,Lecanora polytropa,,161920,70194,Lecanora polytropa,(Hoffm.) Rabenh.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,7248528.0
609,609,Lecanora rupicola,,1,Lecanora rupicola,,104643,70235,Lecanora rupicola,(L.) Zahlbr.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Lecanora,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecanoraceae Lecanora,,,,6608882.0
610,610,Lecidea confluens,,1,Lecidea confluens,,46557,70584,Lecidea confluens,(Weber) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,2603382.0
611,611,Lecidea fuscoatra,,1,Lecidea fuscoatra,,46625,70652,Lecidea fuscoatra,(L.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,2603347.0
612,612,Lecidea inops,,1,Lecidea inops,,46666,70693,Lecidea inops,Th. Fr.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,2603316.0
613,613,Lecidea lapicida,,6,Lecidea lapicida,,104653,70714,Lecidea lapicida,(Ach.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,6609452.0
614,614,Lecidea praenubila,,1,Lecidea praenubila,,46793,70820,Lecidea praenubila,Nyl.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecideaceae,Lecidea,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Lecideaceae Lecidea,,,,3438192.0
